Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,,,
ARHGAP5,4285.500404,0.652724847,0.113039036,1.92E-09,2.22E-08,,,,,,
NUBPL,194.8351644,-0.267285596,0.114097654,0.013777677,0.037044586,,,,,,
GPR33,0.230528154,0.005776983,0.372686106,0.997165647,NA,,,,,,
DTD2,377.9481387,-0.532273406,0.088275929,7.07E-10,8.70E-09,,,,,,
HEATR5A,1361.877747,0.584042621,0.102998523,4.31E-09,4.71E-08,,,,,,
LOC119061178,0.245288503,0.011777012,0.373492649,0.897444442,NA,,,,,,
LOC119061173,0.900995518,-0.055736822,0.372590549,0.421500221,NA,,,,,,
LOC128628197,0.242565411,-0.009744092,0.373833907,0.867595814,NA,,,,,,
LOC128628200,22.68903668,0.010703531,0.261319912,0.952139863,0.97653881,,,,,,
HECTD1,6208.282943,-0.051275169,0.098233154,0.60336561,0.729533866,,,,,,
LOC128628198,6.165392187,0.021333699,0.340376903,0.876010651,0.924002323,,,,,,
AP4S1,142.2998373,0.10268401,0.142155954,0.434557486,0.583063945,,,,,,
LOC119061174,0.933315144,0.027688645,0.369025478,0.699918453,0.803663196,,,,,,
STRN3,4031.428831,0.086326071,0.062456808,0.169112753,0.289165433,,,,,,
COCH,52.33117241,0.190680672,0.192055305,0.252259175,0.392527699,,,,,,
SCFD1,1626.246083,0.339099262,0.058903667,4.93E-09,5.37E-08,,,,,,
G2E3,863.3693424,-0.338988279,0.125576379,0.004001935,0.012733774,,,,,,
PRKD1,34.98350089,0.045395136,0.25109859,0.812381928,0.882008668,,,,,,
FOXG1,0.526928903,0.03329868,0.372514489,0.594283428,NA,,,,,,
NOVA1,207.984558,0.501111348,0.128468136,3.36E-05,0.000180542,,,,,,
LOC119037263,0.37133271,-0.017936894,0.373902032,0.8166643,NA,,,,,,
STXBP6,320.0449633,-0.137645709,0.143150094,0.272318959,0.415774905,,,,,,
LOC119037278,234.3358388,0.109486327,0.254902234,0.562714571,0.69563406,,,,,,
LOC119037330,1.213588759,-0.006572031,0.363253114,0.941968137,0.969795882,,,,,,
LOC119037317,0.547112883,-0.055053354,0.37673466,0.458818742,NA,,,,,,
LOC119037316,0.389390698,0.027543027,0.373508823,0.751827946,NA,,,,,,
LOC119037318,647.9021251,-1.162385109,0.152094958,2.24E-15,6.07E-14,,,,,,
LOC128628201,60.79917765,-0.797866241,0.233096192,9.99E-05,0.000485556,,,,,,
LOC128628202,4.63388568,-0.303545836,0.461171561,0.114482789,0.212882267,,,,,,
WTIP,147.2533744,0.155719563,0.131938313,0.207023943,0.338363877,,,,,,
UBA2,2409.084847,-0.186230623,0.082399773,0.025548006,0.062430875,,,,,,
LOC119043179,0.965821442,-0.049719971,0.375540554,0.615446206,0.738447589,,,,,,
LOC128628208,0.508967284,-0.027190919,0.373889283,0.746454754,NA,,,,,,
PDCD2L,284.2990542,0.130055814,0.10521797,0.204097374,0.334785018,,,,,,
LOC119043176,1.186814403,-0.133116636,0.404294042,0.050055108,0.109035424,,,,,,
LOC119043170,19.61399166,-0.065441854,0.252314333,0.721964054,0.819571565,,,,,,
GPI,2736.266936,-0.361419437,0.062964811,6.19E-09,6.63E-08,,,,,,
GARRE1,1489.09275,-0.017693299,0.072744033,0.788669158,0.865712979,,,,,,
LOC119043168,71.6804494,-0.206355125,0.18559028,0.198797358,0.328398545,,,,,,
LSM14A,1872.900794,0.449365164,0.067053561,9.18E-12,1.52E-10,,,,,,
KCTD15,500.9802389,0.310889507,0.186100579,0.055939507,0.119727924,,,,,,
PEPD,354.3726903,-0.125539151,0.117455531,0.264930512,0.407417611,,,,,,
CEBPG,1307.491047,1.273243773,0.11357502,3.57E-30,4.25E-28,,,,,,
CEBPA,4.981171544,0.34244674,0.468576457,0.105072729,0.199263602,,,,,,
LRP3,3.187421949,0.016948197,0.354030655,0.876629447,0.924185702,,,,,,
LOC119044681,14.0203082,-0.093302177,0.286742179,0.619454512,0.741008375,,,,,,
GPATCH1,569.0853214,0.50699454,0.091456854,1.11E-08,1.14E-07,,,,,,
RHPN2,330.7064775,-0.432992604,0.100510328,7.23E-06,4.43E-05,,,,,,
FAAP24,192.7618874,-0.648264019,0.150771496,4.22E-06,2.73E-05,,,,,,
CEP89,659.8420338,-0.314800043,0.09372725,0.000436043,0.001806727,,,,,,
SLC7A9,0.448167055,0.005346128,0.371627137,0.995491335,NA,,,,,,
TDRD12,2.070555115,0.203186966,0.444357704,0.054858172,0.117833615,,,,,,
ZFP30,277.1114742,-0.569673139,0.12528399,1.97E-06,1.36E-05,,,,,,
LOC119055783,449.4982149,0.319349709,0.110218407,0.002347166,0.007988634,,,,,,
ZNF527,30.77949373,0.300484475,0.30060707,0.155797594,0.271154111,,,,,,
ZNF569,304.4435829,0.649593274,0.166505287,2.27E-05,0.000126695,,,,,,
ZNF570,66.98374537,0.226346583,0.21296438,0.214021617,0.347101147,,,,,,
LOC119046718,2.40853749,0.0410848,0.349670126,0.765441105,0.851841442,,,,,,
LOC119046736,449.9505004,0.262985768,0.114850659,0.016374933,0.042869121,,,,,,
FOXC1,31.36742872,0.340082569,0.248680589,0.084186116,0.16678475,,,,,,
GMDS,314.9328001,-0.058198004,0.101558811,0.545470726,0.681331766,,,,,,
LOC119036721,33.49600268,-0.099148705,0.252407431,0.604065091,0.730159932,,,,,,
WRNIP1,667.0610758,0.153243449,0.072174783,0.031448262,0.074219428,,,,,,
SERPINB1,2188.37162,-0.355297965,0.106418994,0.000438746,0.001816132,,,,,,
LOC119056317,347.4538723,-0.824749243,0.247304983,0.000122215,0.000580512,,,,,,
LANCL3,0.66502464,0.048283705,0.374328905,0.442305505,NA,,,,,,
XK,274.1267054,0.146176144,0.128012366,0.223201976,0.35808601,,,,,,
LOC119063653,40.61245026,-0.399612789,0.316928517,0.071202742,0.145327598,,,,,,
DYNLT3,982.7724835,-0.131060905,0.061877162,0.032728066,0.076666498,,,,,,
SYTL5,0.723545186,-0.032771685,0.368876075,0.618722776,NA,,,,,,
SRPX,1.728713585,-0.194678643,0.441609218,0.02490425,0.061017408,,,,,,
RPGR,163.6221011,-0.24933276,0.129510937,0.039346588,0.089489399,,,,,,
TSPAN7,135.1047491,0.299072322,0.167009584,0.046144442,0.101983706,,,,,,
MID1IP1,136.1696941,1.488543027,0.175723588,2.14E-18,8.26E-17,,,,,,
BCOR,801.4799545,0.12317144,0.095836865,0.180432854,0.30470929,,,,,,
LOC128628220,0.231947123,-0.018042234,0.374061715,0.664690476,NA,,,,,,
ATP6AP2,3013.170441,0.26648079,0.066385295,6.05E-05,0.000307373,,,,,,
MPC1L,0.736009355,-0.053724729,0.37690037,0.437996344,NA,,,,,,
CUNHXorf38,600.7725871,0.386593963,0.071106579,2.74E-08,2.65E-07,,,,,,
MED14,572.565139,0.058660859,0.096403454,0.537105199,0.673685897,,,,,,
USP9X,6655.53924,-0.103565387,0.079760929,0.183241465,0.308182994,,,,,,
DDX3X,20317.55909,-0.036238287,0.073503131,0.614226184,0.737246851,,,,,,
CASK,1019.525339,0.139758039,0.072617177,0.049896468,0.108774429,,,,,,
LOC119063994,0.689712941,0.004146484,0.366698906,0.997785466,NA,,,,,,
GPR34,2.913644564,-0.07243738,0.356753994,0.570251084,0.702419633,,,,,,
GPR82,0.946333081,0.01257776,0.367278927,0.862038799,0.914260091,,,,,,
MAOA,93.64020422,-0.053512237,0.22998037,0.779720266,0.860584587,,,,,,
EFHC2,75.44176049,-0.215964535,0.3321608,0.274020962,0.417918016,,,,,,
FUNDC1,506.8068724,-0.149737733,0.068529723,0.024238018,0.059692237,,,,,,
KDM6A,657.1370589,0.389560631,0.102558796,7.23E-05,0.000361901,,,,,,
LOC119055209,2.31702495,0.051687449,0.360069793,0.637491263,0.755621783,,,,,,
CHST7,1.144858693,-0.03430056,0.365271425,0.671916655,0.783444474,,,,,,
SLC9A7,850.127709,0.650073937,0.095066032,1.93E-12,3.53E-11,,,,,,
RP2,386.723937,-0.078383947,0.089673641,0.368289164,0.519679413,,,,,,
LOC119060345,43.7883991,-0.572497813,0.262730297,0.007239759,0.021231743,,,,,,
JADE3,411.5314285,-0.216977074,0.163923821,0.138884892,0.248279414,,,,,,
RGN,19.51764678,0.13454778,0.266805243,0.485730519,0.629588251,,,,,,
LOC128628221,6.091941987,-0.602506493,0.772146666,0.029788622,0.070927299,,,,,,
NDUFB11,403.3093524,-0.082515624,0.103264532,0.407093732,0.556768826,,,,,,
RBM10,2326.562374,-0.273877485,0.072120401,0.000115107,0.000550485,,,,,,
UBA1,4999.646329,-0.473551237,0.064285885,7.29E-14,1.60E-12,,,,,,
CDK16,1630.820143,-0.321115376,0.05725331,6.48E-09,6.93E-08,,,,,,
LOC119060447,1.680759698,0.078933263,0.363869932,0.515500203,0.655141636,,,,,,
USP11,2032.402124,-0.12062289,0.064601537,0.056738551,0.121206639,,,,,,
ZNF157,8.455454507,0.259383103,0.350438802,0.212630483,0.345444904,,,,,,
LOC119060384,0.809911232,0.161532741,0.41568876,0.075384665,NA,,,,,,
ZNF41,39.20266775,0.734118377,0.256126773,0.000720645,0.002821813,,,,,,
ARAF,704.131626,0.223667137,0.074372088,0.001980976,0.006908755,,,,,,
SYN1,115.8765735,-0.071030577,0.174316318,0.652330814,0.76753772,,,,,,
TIMP1,1249.394752,-0.256811518,0.100713215,0.007249126,0.021248092,,,,,,
CFP,42.59459699,0.110877248,0.194962026,0.509649982,0.649671358,,,,,,
ELK1,468.4157036,0.193698775,0.090962065,0.027699644,0.066699759,,,,,,
UXT,204.4195893,0.166524597,0.123896515,0.150564853,0.26422332,,,,,,
LOC119059400,0.24153929,-0.008723992,0.373894992,0.750610668,NA,,,,,,
ZNF81,30.93067621,-0.10785779,0.222779837,0.565743644,0.697992709,,,,,,
LOC119060028,815.8868533,-0.332384051,0.084132203,4.75E-05,0.000247128,,,,,,
LOC119059392,4.871069093,-0.394514033,0.571652691,0.067742083,0.139671829,,,,,,
LOC128628217,1.50174101,-0.22031812,0.450356102,0.070500834,0.144350673,,,,,,
FTSJ1,349.6626931,-0.008348483,0.097330407,0.908429045,0.948108063,,,,,,
PORCN,124.8626623,0.011548099,0.150603326,0.938387834,0.967807809,,,,,,
EBP,655.857058,0.904547987,0.170403211,1.62E-08,1.62E-07,,,,,,
TBC1D25,100.2097426,0.534175453,0.151990994,0.000144996,0.000678935,,,,,,
RBM3,8927.857655,-0.439762683,0.079193675,2.27E-08,2.23E-07,,,,,,
LOC119059876,83.1450776,-0.481968729,0.163542426,0.001280353,0.004684966,,,,,,
WDR13,441.1359906,0.075421292,0.093938762,0.362476399,0.513936258,,,,,,
WAS,0.212149215,-0.003138095,0.373736491,0.997926307,NA,,,,,,
SUV39H1,359.004904,-0.342194692,0.102433237,0.000495462,0.00202744,,,,,,
GLOD5,0.750709495,0.0259508,0.369898953,0.656786486,NA,,,,,,
GATA1,2.562433351,-0.100317917,0.364828797,0.436377121,0.584781522,,,,,,
HDAC6,954.9673373,-0.003741163,0.065511627,0.923358515,0.957535881,,,,,,
PCSK1N,64.80486028,-0.212518093,0.235784624,0.253539601,0.394337592,,,,,,
TIMM17B,437.2309396,-0.231999901,0.10762946,0.023918685,0.059006911,,,,,,
LOC119060461,5.420988547,0.031882509,0.319627318,0.859898999,0.912902752,,,,,,
PQBP1,793.7593185,-0.136919509,0.097171234,0.143706013,0.254551959,,,,,,
SLC35A2,247.9741774,-0.246963905,0.10823711,0.016365096,0.042856716,,,,,,
PIM2,382.8470439,-0.323118393,0.121048826,0.004004851,0.012740639,,,,,,
OTUD5,1218.577101,-0.005215437,0.056598351,0.923749253,0.957822905,,,,,,
KCND1,26.73052543,1.175249266,0.379621301,0.000173691,0.000797963,,,,,,
GRIPAP1,845.3229325,0.136255001,0.060163577,0.021904176,0.054776733,,,,,,
TFE3,477.0130177,0.288530943,0.07916473,0.000196884,0.000892304,,,,,,
CCDC120,178.0506816,-0.04339823,0.128999111,0.713382515,0.813234781,,,,,,
PRAF2,677.7668807,-0.159327748,0.101257516,0.099906171,0.191501677,,,,,,
WDR45,602.675844,0.243045861,0.082218608,0.002028906,0.007064189,,,,,,
GPKOW,467.9820752,0.044410022,0.083001649,0.604474057,0.730552486,,,,,,
MAGIX,33.98263267,0.072476508,0.208120652,0.68263885,0.791709009,,,,,,
PLP2,644.0680491,-0.13248598,0.116880691,0.23493785,0.371944364,,,,,,
PRICKLE3,30.62071997,0.054390876,0.219272806,0.779145342,0.860371359,,,,,,
SYP,2.35979693,-0.030813317,0.347949597,0.807009144,0.878638538,,,,,,
CACNA1F,3.967558038,0.049489974,0.334846862,0.753362012,0.84353663,,,,,,
CCDC22,152.0828757,0.435040193,0.132288957,0.00045074,0.0018612,,,,,,
FOXP3,0.919775643,-0.132380691,0.397065434,0.125853697,NA,,,,,,
PPP1R3F,64.79561749,-0.42535307,0.231065959,0.025313919,0.061912845,,,,,,
LOC119059273,0.359180757,0.005362643,0.371446647,0.995206801,NA,,,,,,
USP27X,50.1403444,0.093883711,0.175820042,0.550712311,0.685434173,,,,,,
CLCN5,667.5545667,0.415854118,0.108157807,5.64E-05,0.000288752,,,,,,
CCNB3,242.8899024,-1.326205086,0.175017934,3.21E-15,8.51E-14,,,,,,
DGKK,0.348892851,0.015816826,0.371261126,0.764069186,NA,,,,,,
SHROOM4,498.4532164,-0.233187618,0.095609952,0.011363938,0.031377759,,,,,,
NUDT11,1.913651692,0.024698334,0.356163486,0.833004753,0.896177244,,,,,,
LOC119061200,324.9851568,0.406205185,0.127194398,0.00069789,0.002742293,,,,,,
LOC119061196,92.36413463,-0.188028484,0.170514899,0.228730674,0.36465498,,,,,,
SC5D,8002.850807,0.963854787,0.107784916,5.26E-20,2.42E-18,,,,,,
SORL1,137.5913474,-0.630258983,0.223100091,0.000930917,0.003535636,,,,,,
LOC119037843,119.4688964,0.142436553,0.170549358,0.34616545,0.49582247,,,,,,
ZBTB9,318.1733489,0.069694621,0.090834302,0.42137867,0.570411937,,,,,,
SYNGAP1,1036.271136,0.593663359,0.10888381,1.44E-08,1.45E-07,,,,,,
CUTA,396.0411347,0.405610985,0.108608981,9.22E-05,0.000452416,,,,,,
PHF1,545.234764,0.296818458,0.080398833,0.000164019,0.000758502,,,,,,
KIFC1,418.1366468,-1.722425172,0.186070152,1.54E-21,8.11E-20,,,,,,
SMIM40,0.912437841,-0.002394536,0.362401455,0.947675307,NA,,,,,,
DAXX,1648.252442,0.055552122,0.065985739,0.392529899,0.543085658,,,,,,
ZBTB22,93.53238587,0.370615592,0.162825273,0.011870544,0.032631862,,,,,,
TAPBP,1285.93488,0.406405693,0.141632081,0.001924013,0.006736649,,,,,,
RGL2,432.3404768,0.176529882,0.089057615,0.04074248,0.092094548,,,,,,
PFDN6,467.7855045,-0.027098333,0.075734712,0.738498549,0.831713829,,,,,,
WDR46,1033.180356,0.001268966,0.069427927,0.918061815,0.95380835,,,,,,
LOC119041251,2.945847546,0.061057663,0.356500518,0.618444799,0.740565399,,,,,,
B3GALT4,58.34728055,0.047891002,0.199697753,0.757376594,0.84667823,,,,,,
RPS18,13132.3392,-0.02714721,0.079375073,0.725468397,0.822327968,,,,,,
VPS52,847.4461717,0.178835828,0.069854221,0.008724972,0.024913671,,,,,,
RING1,532.2229407,-0.019981877,0.086351086,0.835050754,0.897003206,,,,,,
HSD17B8,240.1755082,-0.278242257,0.121441571,0.015568606,0.041027525,,,,,,
SLC39A7,3425.707616,0.282909921,0.046976962,1.16E-09,1.39E-08,,,,,,
RXRB,897.9976296,0.217881884,0.094984249,0.017378781,0.04502733,,,,,,
COL11A2,15.15756126,1.079053261,0.422381123,0.001007672,0.003789477,,,,,,
BRD2,8330.752014,0.523892645,0.04892745,1.57E-27,1.49E-25,,,,,,
LOC119052987,8.6498644,-0.135026415,0.327877477,0.458683116,0.606222531,,,,,,
LOC119052984,0.19276336,0.008456489,0.373007447,0.997798109,NA,,,,,,
LOC128628231,1.326114485,0.115311777,0.382731459,0.284654757,0.429823622,,,,,,
PSMB9,109.2742926,0.921168018,0.35226634,0.000951916,0.003603177,,,,,,
TAP1,1084.979523,1.432640196,0.218347135,3.90E-12,6.80E-11,,,,,,
PSMB8,141.6296087,1.284725576,0.31251994,2.91E-06,1.94E-05,,,,,,
TAP2,333.5007833,1.098320933,0.209211987,2.15E-08,2.12E-07,,,,,,
LOC119048626,1.141995368,0.015128747,0.36655583,0.852248838,0.908055818,,,,,,
ARHGAP15,4.268507706,-0.002121041,0.345454664,0.994416369,0.998392424,,,,,,
GTDC1,220.6068998,-0.066406019,0.105681594,0.489789131,0.633533492,,,,,,
LOC128628232,1.940353326,0.079678078,0.369685837,0.441398115,0.589958044,,,,,,
LOC119056665,0.33091543,0.033276504,0.374561528,0.631246731,NA,,,,,,
ZEB2,2270.155857,0.025115716,0.078108846,0.801092389,0.874779983,,,,,,
LOC119056657,4.210909137,-0.365986214,0.536687088,0.073870403,0.14988934,,,,,,
LOC119056658,0.282999084,0.03269228,0.375100902,0.516784054,NA,,,,,,
LOC128628234,152.6063469,-0.17032993,0.122870531,0.139621149,0.249206998,,,,,,
ACVR2A,627.1135961,0.17367018,0.081760864,0.029281474,0.069888055,,,,,,
ORC4,634.5047546,0.320775907,0.096400383,0.000554461,0.002238349,,,,,,
MBD5,718.2067535,0.121067904,0.091416709,0.164772975,0.283335888,,,,,,
LOC119065602,0.285956747,-0.006297708,0.371950283,0.794892695,NA,,,,,,
LOC119065596,0.379570237,-0.037520732,0.374941598,0.542219557,NA,,,,,,
EPC2,1138.339073,0.347931819,0.087179155,3.77E-05,0.000200299,,,,,,
LOC119065600,0.156292615,0.012301722,0.373604955,0.919054253,NA,,,,,,
LOC119065581,0.182413232,0.016196829,0.373790187,0.863264545,NA,,,,,,
KIF5C,4224.942322,-0.211290477,0.061995911,0.000563722,0.002270285,,,,,,
LYPD6B,41.94229494,0.322494057,0.285132275,0.118256394,0.218250788,,,,,,
LYPD6,239.9360903,1.080067308,0.122677401,1.47E-19,6.44E-18,,,,,,
MMADHC,2855.027359,-2.37E-06,0.070273372,0.93327052,0.964898053,,,,,,
LOC119065598,11.88526077,0.25731778,0.322691039,0.218682943,0.352383078,,,,,,
RND3,8800.026915,-0.048583109,0.083728551,0.550556498,0.685434173,,,,,,
BIN1,764.6932174,-0.446218508,0.095401049,1.30E-06,9.30E-06,,,,,,
LOC128628236,1.25155877,0.117035886,0.38886124,0.169525798,0.289636006,,,,,,
LOC119042104,17.93629087,-1.696278735,0.543999563,0.000103337,0.00050017,,,,,,
LOC119042103,84.2291854,-1.620691384,0.460930918,2.56E-05,0.000141197,,,,,,
LOC119042138,0.362693142,0.005356046,0.371337754,0.955178618,NA,,,,,,
TRIM68,602.6821901,-0.098266491,0.090351834,0.263040835,0.405401708,,,,,,
LOC119042151,0.308009825,0.027785868,0.374359561,0.668481525,NA,,,,,,
TRIM21,268.4605388,1.654938521,0.240746549,4.54E-13,9.08E-12,,,,,,
LOC119042126,84.23814419,-0.028921616,0.188277478,0.859288442,0.912608867,,,,,,
LOC128625738,517.9582558,-0.264624277,0.181091317,0.09441597,0.182980185,,,,,,
RRM1,3196.462699,-0.411903394,0.086651508,9.78E-07,7.13E-06,,,,,,
STIM1,2146.197848,0.09529104,0.068667036,0.158196067,0.274548409,,,,,,
RHOG,360.2158379,0.002130504,0.114886752,0.976767024,0.989600632,,,,,,
PGAP2,393.2517396,-0.025428608,0.10885857,0.815941076,0.88456183,,,,,,
NUP98,2007.73478,-0.200212451,0.077772335,0.007742524,0.022482609,,,,,,
XNDC1N,207.0161045,-0.165025158,0.138325051,0.196003941,0.324851595,,,,,,
RNF121,539.8028829,0.168691625,0.078140012,0.027645589,0.066607762,,,,,,
IL18BP,373.7191371,0.072139691,0.093622785,0.427287733,0.575906574,,,,,,
NUMA1,4130.690549,-0.077356529,0.055345668,0.18794442,0.314196497,,,,,,
LRRC51,28.77781633,0.067451253,0.228957255,0.720562795,0.818644267,,,,,,
LAMTOR1,782.3116293,-0.223554417,0.085665855,0.007200283,0.02113441,,,,,,
TOMT,0.444218357,-0.019095152,0.373786935,0.800482352,NA,,,,,,
ANAPC15,284.2483352,-0.18639064,0.113946088,0.086037299,0.169891578,,,,,,
LOC119042145,890.6962359,-0.282568476,0.124238815,0.015491434,0.040874433,,,,,,
LOC128628265,2.040442007,-0.149395409,0.401177353,0.163545489,0.281766903,,,,,,
LOC119042141,8550.71904,-0.343707269,0.096068876,0.000247141,0.001090689,,,,,,
LOC119042140,1.035961819,-0.027709368,0.363114595,0.763399916,0.850358001,,,,,,
INPPL1,4963.15897,0.362845688,0.057310578,9.26E-11,1.31E-09,,,,,,
PHOX2A,1.419386474,0.290776028,0.519768769,0.048438513,0.106105213,,,,,,
LOC119042111,2.393668183,0.007768428,0.349075565,0.958293701,0.979731979,,,,,,
CLPB,1260.09038,-0.067926978,0.060624957,0.259698694,0.401724032,,,,,,
PDE2A,102.051762,0.277988287,0.282427746,0.17338418,0.295118273,,,,,,
ARAP1,481.8219784,-0.518040958,0.088634739,1.70E-09,1.98E-08,,,,,,
STARD10,79.51852011,1.488086506,0.181338387,2.11E-17,7.40E-16,,,,,,
ATG16L2,82.48414566,-0.173007298,0.160128864,0.233201992,0.369858052,,,,,,
FCHSD2,779.9148182,0.048956569,0.069347549,0.464762914,0.611415291,,,,,,
LOC119042148,0.452704967,0.013732873,0.371845055,0.884135757,NA,,,,,,
P2RY2,259.3390597,-1.358962474,0.15277031,5.73E-20,2.62E-18,,,,,,
P2RY6,226.9983087,-2.221921278,0.159478669,2.55E-45,1.16E-42,,,,,,
ARHGEF17,2780.1463,-0.49227973,0.077888984,1.79E-10,2.42E-09,,,,,,
RELT,30.17957534,-0.513076099,0.293085663,0.022040874,0.05504488,,,,,,
FAM168A,1626.057516,0.262216797,0.065846337,3.70E-05,0.000196622,,,,,,
PLEKHB1,176.4159905,-0.170558529,0.136081796,0.184932885,0.310623681,,,,,,
RAB6A,3620.403845,0.367495632,0.061540377,1.82E-09,2.11E-08,,,,,,
LOC119051757,1.503192226,0.096004104,0.3676597,0.447199442,0.595722531,,,,,,
MRPL48,372.0200194,0.354508051,0.097187344,0.000162368,0.000752111,,,,,,
LOC119051760,0.384445411,0.036094547,0.375149855,0.521002967,NA,,,,,,
LOC119051754,87.51504426,0.128656237,0.158092895,0.367243144,0.518682344,,,,,,
PAAF1,451.5219444,0.605656384,0.077328916,1.44E-15,4.01E-14,,,,,,
DNAJB13,133.8044823,0.087318382,0.12614728,0.472171743,0.617729551,,,,,,
UCP2,1431.991308,-0.737967031,0.113408885,1.55E-11,2.50E-10,,,,,,
UCP3,0.535441623,0.028864363,0.373748676,0.759796981,NA,,,,,,
C2CD3,1136.074027,0.071008692,0.074302297,0.330466958,0.479830647,,,,,,
LOC119051758,3.392319054,-0.037415686,0.348339938,0.77222671,0.855364642,,,,,,
LOC119051723,1.814261898,-0.161123741,0.39637953,0.209223077,0.341195181,,,,,,
PPME1,638.2124933,0.050368179,0.072291657,0.505990802,0.646723341,,,,,,
P4HA3,472.551547,0.182375527,0.135022421,0.147641376,0.260283813,,,,,,
PGM2L1,791.2642676,-0.019871345,0.0873383,0.813951936,0.883142841,,,,,,
LOC128628244,1.960768268,-0.250204627,0.447594592,0.116331781,0.215557456,,,,,,
KCNE3,15.183692,-0.060811737,0.277424528,0.741247895,0.833693103,,,,,,
LIPT2,39.70673456,0.204338751,0.224689496,0.268398898,0.411396506,,,,,,
POLD3,435.4962392,0.181526486,0.08937931,0.036153137,0.083497392,,,,,,
RNF169,961.2370075,0.7686424,0.085708008,1.15E-19,5.10E-18,,,,,,
XRRA1,18.30128117,0.26421765,0.300482071,0.205145892,0.3360131,,,,,,
SPCS2,1714.25768,0.49711854,0.063033995,1.20E-15,3.39E-14,,,,,,
NEU3,238.6402781,0.689656144,0.130142791,2.73E-08,2.64E-07,,,,,,
SLCO2B1,0.486277438,-0.004677047,0.373582579,0.996112638,NA,,,,,,
ARRB1,4.105454443,0.044338012,0.339430066,0.776642479,0.858848765,,,,,,
RPS3,10680.02099,-0.037181293,0.075368809,0.613494977,0.736684803,,,,,,
LOC119038966,0.845509955,0.086807897,0.379406249,0.272009966,NA,,,,,,
LOC119038965,0.97008605,-0.130801234,0.396452336,0.139277048,0.248751293,,,,,,
KLHL35,5.362256569,0.008862327,0.3301963,0.954733835,0.977604067,,,,,,
GDPD5,51.53983043,1.586379656,0.298789975,9.28E-09,9.67E-08,,,,,,
LOC119038945,55.45496772,0.074404428,0.181727604,0.642418363,0.759587302,,,,,,
